InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
538208,22423,REGENCY CAKESTAND 3 TIER,30,03/20/2025 22:36,12.27,12643,United Kingdom
538209,22197,POPCORN HOLDER,56,03/20/2025 23:06,0.92,16466,United Kingdom
538209,POST,POSTAGE,41,03/20/2025 23:06,18.39,16466,United Kingdom
538210,22386,JUMBO BAG PINK POLKADOT,36,03/21/2025 00:36,2.14,13875,United Kingdom
538211,85099B,JUMBO BAG RED RETROSPOT,64,03/21/2025 01:06,2.03,13085,United Kingdom
538212,20727,LUNCH BAG WOODLAND,95,03/21/2025 02:55,1.58,15652,United Kingdom
538212,84879,ASSORTED COLOUR BIRD ORNAMENT,44,03/21/2025 02:55,1.79,15652,United Kingdom
538212,84997D,CHILDRENS CUTLERY POLKADOT PINK,86,03/21/2025 02:55,4.03,15652,United Kingdom
538212,84997D,CHILDRENS CUTLERY POLKADOT PINK,36,03/21/2025 02:55,4.18,15652,United Kingdom
538213,22086,PAPER CHAIN KIT 50'S CHRISTMAS,53,03/21/2025 03:24,3.03,13685,United Kingdom
538213,23084,RABBIT NIGHT LIGHT,76,03/21/2025 03:24,1.73,13685,United Kingdom
538213,22086,PAPER CHAIN KIT 50'S CHRISTMAS,68,03/21/2025 03:24,2.71,13685,United Kingdom
538213,22086,PAPER CHAIN KIT 50'S CHRISTMAS,62,03/21/2025 03:24,2.98,13685,United Kingdom
538214,84879,ASSORTED COLOUR BIRD ORNAMENT,70,03/21/2025 04:58,1.6,13164,Netherlands
538214,22720,SET OF 3 CAKE TINS PANTRY DESIGN,82,03/21/2025 04:58,5.1,13164,Netherlands
538214,22720,SET OF 3 CAKE TINS PANTRY DESIGN,27,03/21/2025 04:58,5.1,13164,Netherlands
538214,20727,LUNCH BAG WOODLAND,97,03/21/2025 04:58,1.74,13164,Netherlands
538215,20727,LUNCH BAG WOODLAND,9,03/21/2025 05:06,1.6,14436,United Kingdom
538215,23084,RABBIT NIGHT LIGHT,17,03/21/2025 05:06,1.79,14436,United Kingdom
538215,23084,RABBIT NIGHT LIGHT,31,03/21/2025 05:06,1.89,14436,United Kingdom
538215,20727,LUNCH BAG WOODLAND,27,03/21/2025 05:06,1.58,14436,United Kingdom
538216,22386,JUMBO BAG PINK POLKADOT,22,03/21/2025 05:39,1.79,17831,United Kingdom
538216,22960,JAM MAKING SET WITH JARS,65,03/21/2025 05:39,3.71,17831,United Kingdom
538217,22423,REGENCY CAKESTAND 3 TIER,57,03/21/2025 07:30,11.8,17705,Germany
538217,84879,ASSORTED COLOUR BIRD ORNAMENT,36,03/21/2025 07:30,1.75,17705,Germany
538218,20727,LUNCH BAG WOODLAND,60,03/21/2025 08:50,1.71,15598,United Kingdom
538218,23084,RABBIT NIGHT LIGHT,13,03/21/2025 08:50,1.66,15598,United Kingdom
538218,20725,LUNCH BAG RED RETROSPOT,7,03/21/2025 08:50,1.76,15598,United Kingdom
538219,20727,LUNCH BAG WOODLAND,4,03/21/2025 09:15,1.49,13001,United Kingdom
538220,84997D,CHILDRENS CUTLERY POLKADOT PINK,7,03/21/2025 10:53,4.03,14794,United Kingdom
538220,22423,REGENCY CAKESTAND 3 TIER,28,03/21/2025 10:53,12.14,14794,United Kingdom
538220,85099B,JUMBO BAG RED RETROSPOT,3,03/21/2025 10:53,2.12,14794,United Kingdom
538220,22086,PAPER CHAIN KIT 50'S CHRISTMAS,57,03/21/2025 10:53,3.14,14794,United Kingdom
538220,85123A,WHITE HANGING HEART T-LIGHT HOLDER,82,03/21/2025 10:53,2.77,14794,United Kingdom
538220,47566,PARTY BUNTING,52,03/21/2025 10:53,5.0,14794,United Kingdom
538220,POST,POSTAGE,62,03/21/2025 10:53,17.6,14794,United Kingdom
538220,84879,ASSORTED COLOUR BIRD ORNAMENT,59,03/21/2025 10:53,1.73,14794,United Kingdom
538221,22960,JAM MAKING SET WITH JARS,80,03/21/2025 11:16,3.48,12632,United Kingdom
538222,22197,POPCORN HOLDER,30,03/21/2025 12:49,0.93,14938,United Kingdom
538222,22386,JUMBO BAG PINK POLKADOT,57,03/21/2025 12:49,1.97,14938,United Kingdom
538223,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,03/21/2025 13:45,2.43,14784,United Kingdom
538223,POST,POSTAGE,84,03/21/2025 13:45,18.95,14784,United Kingdom
538224,84879,ASSORTED COLOUR BIRD ORNAMENT,72,03/21/2025 14:51,1.84,16070,United Kingdom
538225,22197,POPCORN HOLDER,57,03/21/2025 16:00,0.93,16111,United Kingdom
538225,22386,JUMBO BAG PINK POLKADOT,95,03/21/2025 16:00,1.97,16111,United Kingdom
538226,22386,JUMBO BAG PINK POLKADOT,4,03/21/2025 16:44,2.06,16602,United Kingdom
538226,20727,LUNCH BAG WOODLAND,8,03/21/2025 16:44,1.81,16602,United Kingdom
538226,84879,ASSORTED COLOUR BIRD ORNAMENT,51,03/21/2025 16:44,1.74,16602,United Kingdom
538226,22086,PAPER CHAIN KIT 50'S CHRISTMAS,65,03/21/2025 16:44,2.69,16602,United Kingdom
538226,22086,PAPER CHAIN KIT 50'S CHRISTMAS,42,03/21/2025 16:44,3.21,16602,United Kingdom
538226,85123A,WHITE HANGING HEART T-LIGHT HOLDER,98,03/21/2025 16:44,2.54,16602,United Kingdom
538227,85099B,JUMBO BAG RED RETROSPOT,20,03/21/2025 17:45,2.12,13920,United Kingdom
538228,20725,LUNCH BAG RED RETROSPOT,30,03/21/2025 18:44,1.52,16601,United Kingdom
538228,20727,LUNCH BAG WOODLAND,11,03/21/2025 18:44,1.55,16601,United Kingdom
538229,85123A,WHITE HANGING HEART T-LIGHT HOLDER,80,03/21/2025 20:32,2.61,14177,United Kingdom
538229,84879,ASSORTED COLOUR BIRD ORNAMENT,42,03/21/2025 20:32,1.53,14177,United Kingdom
538229,22086,PAPER CHAIN KIT 50'S CHRISTMAS,46,03/21/2025 20:32,3.19,14177,United Kingdom
538229,22197,POPCORN HOLDER,23,03/21/2025 20:32,0.92,14177,United Kingdom
538229,85099B,JUMBO BAG RED RETROSPOT,35,03/21/2025 20:32,1.97,14177,United Kingdom
538229,22720,SET OF 3 CAKE TINS PANTRY DESIGN,67,03/21/2025 20:32,5.27,14177,United Kingdom
538230,22386,JUMBO BAG PINK POLKADOT,16,03/21/2025 20:56,2.07,14321,United Kingdom
538231,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,03/21/2025 22:14,3.01,15087,United Kingdom
538231,23084,RABBIT NIGHT LIGHT,30,03/21/2025 22:14,1.68,15087,United Kingdom
538231,POST,POSTAGE,32,03/21/2025 22:14,17.23,15087,United Kingdom
538231,22386,JUMBO BAG PINK POLKADOT,46,03/21/2025 22:14,1.86,15087,United Kingdom
538232,22386,JUMBO BAG PINK POLKADOT,100,03/21/2025 23:05,1.91,13851,United Kingdom
538232,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,03/21/2025 23:05,2.74,13851,United Kingdom
538232,84879,ASSORTED COLOUR BIRD ORNAMENT,28,03/21/2025 23:05,1.69,13851,United Kingdom
538233,22086,PAPER CHAIN KIT 50'S CHRISTMAS,72,03/22/2025 01:04,2.88,13644,United Kingdom
538233,22086,PAPER CHAIN KIT 50'S CHRISTMAS,57,03/22/2025 01:04,3.22,13644,United Kingdom
538233,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,03/22/2025 01:04,2.35,13644,United Kingdom
538233,22386,JUMBO BAG PINK POLKADOT,13,03/22/2025 01:04,1.79,13644,United Kingdom
538233,23084,RABBIT NIGHT LIGHT,99,03/22/2025 01:04,1.79,13644,United Kingdom
538233,85123A,WHITE HANGING HEART T-LIGHT HOLDER,67,03/22/2025 01:04,2.66,13644,United Kingdom
538233,22423,REGENCY CAKESTAND 3 TIER,92,03/22/2025 01:04,13.54,13644,United Kingdom
538233,23084,RABBIT NIGHT LIGHT,32,03/22/2025 01:04,1.87,13644,United Kingdom
538234,22197,POPCORN HOLDER,12,03/22/2025 02:34,0.9,17339,United Kingdom
538234,23084,RABBIT NIGHT LIGHT,27,03/22/2025 02:34,1.63,17339,United Kingdom
538235,85123A,WHITE HANGING HEART T-LIGHT HOLDER,86,03/22/2025 03:52,2.36,17112,Spain
538235,POST,POSTAGE,40,03/22/2025 03:52,16.25,17112,Spain
538235,23084,RABBIT NIGHT LIGHT,54,03/22/2025 03:52,1.78,17112,Spain
538235,20725,LUNCH BAG RED RETROSPOT,53,03/22/2025 03:52,1.65,17112,Spain
538235,22086,PAPER CHAIN KIT 50'S CHRISTMAS,26,03/22/2025 03:52,2.76,17112,Spain
538236,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,03/22/2025 05:41,3.17,13573,United Kingdom
538236,85099B,JUMBO BAG RED RETROSPOT,32,03/22/2025 05:41,1.88,13573,United Kingdom
538236,22423,REGENCY CAKESTAND 3 TIER,80,03/22/2025 05:41,13.2,13573,United Kingdom
538236,84879,ASSORTED COLOUR BIRD ORNAMENT,71,03/22/2025 05:41,1.65,13573,United Kingdom
538236,20725,LUNCH BAG RED RETROSPOT,92,03/22/2025 05:41,1.75,13573,United Kingdom
538236,22197,POPCORN HOLDER,36,03/22/2025 05:41,0.92,13573,United Kingdom
538237,47566,PARTY BUNTING,18,03/22/2025 07:34,4.58,16294,United Kingdom
538237,20727,LUNCH BAG WOODLAND,31,03/22/2025 07:34,1.72,16294,United Kingdom
538237,84879,ASSORTED COLOUR BIRD ORNAMENT,37,03/22/2025 07:34,1.7,16294,United Kingdom
538238,84879,ASSORTED COLOUR BIRD ORNAMENT,87,03/22/2025 08:38,1.67,16410,United Kingdom
538238,22423,REGENCY CAKESTAND 3 TIER,78,03/22/2025 08:38,13.94,16410,United Kingdom
538238,POST,POSTAGE,83,03/22/2025 08:38,17.08,16410,United Kingdom
538238,22423,REGENCY CAKESTAND 3 TIER,642,03/22/2025 08:38,12.55,16410,United Kingdom
538238,POST,POSTAGE,41,03/22/2025 08:38,16.9,16410,United Kingdom
538238,47566,PARTY BUNTING,96,03/22/2025 08:38,4.84,16410,United Kingdom
538239,22423,REGENCY CAKESTAND 3 TIER,74,03/22/2025 08:43,13.85,13523,United Kingdom
538239,22197,POPCORN HOLDER,70,03/22/2025 08:43,0.91,13523,United Kingdom
538239,23084,RABBIT NIGHT LIGHT,32,03/22/2025 08:43,1.92,13523,United Kingdom
538239,22386,JUMBO BAG PINK POLKADOT,98,03/22/2025 08:43,2.06,13523,United Kingdom
538239,22960,JAM MAKING SET WITH JARS,7,03/22/2025 08:43,3.54,13523,United Kingdom
538239,22197,POPCORN HOLDER,79,03/22/2025 08:43,0.91,13523,United Kingdom
538240,22197,POPCORN HOLDER,97,03/22/2025 09:11,0.87,16200,United Kingdom
538240,22423,REGENCY CAKESTAND 3 TIER,65,03/22/2025 09:11,12.59,16200,United Kingdom
538241,22386,JUMBO BAG PINK POLKADOT,91,03/22/2025 10:51,1.94,17170,United Kingdom
538242,23084,RABBIT NIGHT LIGHT,63,03/22/2025 11:49,1.69,13256,United Kingdom
538242,20725,LUNCH BAG RED RETROSPOT,53,03/22/2025 11:49,1.53,13256,United Kingdom
538242,POST,POSTAGE,10,03/22/2025 11:49,19.4,13256,United Kingdom
538242,22197,POPCORN HOLDER,63,03/22/2025 11:49,0.82,13256,United Kingdom
538242,84997D,CHILDRENS CUTLERY POLKADOT PINK,100,03/22/2025 11:49,4.07,13256,United Kingdom
538242,20727,LUNCH BAG WOODLAND,6,03/22/2025 11:49,1.71,13256,United Kingdom
538242,23084,RABBIT NIGHT LIGHT,48,03/22/2025 11:49,1.78,13256,United Kingdom
538243,22197,POPCORN HOLDER,74,03/22/2025 12:13,0.92,15968,Germany
538243,20727,LUNCH BAG WOODLAND,11,03/22/2025 12:13,1.54,15968,Germany
538244,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,03/22/2025 12:36,2.89,13328,United Kingdom
538244,84879,ASSORTED COLOUR BIRD ORNAMENT,86,03/22/2025 12:36,1.77,13328,United Kingdom
538244,22720,SET OF 3 CAKE TINS PANTRY DESIGN,82,03/22/2025 12:36,5.27,13328,United Kingdom
538244,POST,POSTAGE,91,03/22/2025 12:36,17.01,13328,United Kingdom
538244,23084,RABBIT NIGHT LIGHT,3,03/22/2025 12:36,1.7,13328,United Kingdom
538245,84997D,CHILDRENS CUTLERY POLKADOT PINK,40,03/22/2025 13:33,4.06,15160,United Kingdom
538246,22386,JUMBO BAG PINK POLKADOT,2,03/22/2025 14:31,2.02,18055,United Kingdom
538247,85123A,WHITE HANGING HEART T-LIGHT HOLDER,92,03/22/2025 15:27,2.39,13797,United Kingdom
538247,47566,PARTY BUNTING,41,03/22/2025 15:27,4.88,13797,United Kingdom
538248,84879,ASSORTED COLOUR BIRD ORNAMENT,19,03/22/2025 15:53,1.62,13273,Portugal
538248,20725,LUNCH BAG RED RETROSPOT,23,03/22/2025 15:53,1.69,13273,Portugal
538248,84997D,CHILDRENS CUTLERY POLKADOT PINK,83,03/22/2025 15:53,4.41,13273,Portugal
538248,84879,ASSORTED COLOUR BIRD ORNAMENT,14,03/22/2025 15:53,1.55,13273,Portugal
538249,84879,ASSORTED COLOUR BIRD ORNAMENT,8,03/22/2025 16:13,1.53,17365,Spain
538249,POST,POSTAGE,8,03/22/2025 16:13,16.99,17365,Spain
538250,85123A,WHITE HANGING HEART T-LIGHT HOLDER,94,03/22/2025 17:33,2.53,12898,United Kingdom
538250,20725,LUNCH BAG RED RETROSPOT,67,03/22/2025 17:33,1.72,12898,United Kingdom
538250,22386,JUMBO BAG PINK POLKADOT,11,03/22/2025 17:33,1.93,12898,United Kingdom
538251,85099B,JUMBO BAG RED RETROSPOT,28,03/22/2025 17:43,2.13,14729,United Kingdom
538252,POST,POSTAGE,11,03/22/2025 18:08,17.56,16834,United Kingdom
538252,22386,JUMBO BAG PINK POLKADOT,46,03/22/2025 18:08,1.89,16834,United Kingdom
538253,22197,POPCORN HOLDER,42,03/22/2025 18:19,0.88,13356,United Kingdom
538253,22720,SET OF 3 CAKE TINS PANTRY DESIGN,50,03/22/2025 18:19,4.97,13356,United Kingdom
538254,47566,PARTY BUNTING,13,03/22/2025 18:35,5.21,17860,United Kingdom
C538255,22386,JUMBO BAG PINK POLKADOT,-10,03/22/2025 20:26,2.08,14405,United Kingdom
538255,22086,PAPER CHAIN KIT 50'S CHRISTMAS,79,03/22/2025 20:26,2.99,14405,United Kingdom
538255,22086,PAPER CHAIN KIT 50'S CHRISTMAS,56,03/22/2025 20:26,3.02,14405,United Kingdom
538255,22386,JUMBO BAG PINK POLKADOT,10,03/22/2025 20:26,1.92,14405,United Kingdom
538256,84997D,CHILDRENS CUTLERY POLKADOT PINK,61,03/22/2025 22:26,4.25,14691,United Kingdom
538257,85099B,JUMBO BAG RED RETROSPOT,42,03/22/2025 23:44,2.07,14926,United Kingdom
538257,POST,POSTAGE,75,03/22/2025 23:44,19.64,14926,United Kingdom
538257,85123A,WHITE HANGING HEART T-LIGHT HOLDER,74,03/22/2025 23:44,2.77,14926,United Kingdom
538258,84997D,CHILDRENS CUTLERY POLKADOT PINK,54,03/23/2025 01:33,4.47,14353,United Kingdom
538258,20727,LUNCH BAG WOODLAND,34,03/23/2025 01:33,1.69,14353,United Kingdom
538259,84997D,CHILDRENS CUTLERY POLKADOT PINK,19,03/23/2025 02:05,3.94,15574,United Kingdom
538259,22423,REGENCY CAKESTAND 3 TIER,9,03/23/2025 02:05,13.43,15574,United Kingdom
538259,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,03/23/2025 02:05,2.31,15574,United Kingdom
538259,POST,POSTAGE,31,03/23/2025 02:05,17.7,15574,United Kingdom
538260,POST,POSTAGE,67,03/23/2025 03:00,17.04,17461,United Kingdom
538261,84879,ASSORTED COLOUR BIRD ORNAMENT,42,03/23/2025 04:54,1.81,15731,United Kingdom
538261,20727,LUNCH BAG WOODLAND,28,03/23/2025 04:54,1.77,15731,United Kingdom
538262,22423,REGENCY CAKESTAND 3 TIER,34,03/23/2025 06:09,11.48,17420,United Kingdom
538262,POST,POSTAGE,32,03/23/2025 06:09,16.23,17420,United Kingdom
538262,22197,POPCORN HOLDER,49,03/23/2025 06:09,0.77,17420,United Kingdom
538262,22086,PAPER CHAIN KIT 50'S CHRISTMAS,81,03/23/2025 06:09,2.68,17420,United Kingdom
538262,22423,REGENCY CAKESTAND 3 TIER,18,03/23/2025 06:09,12.65,17420,United Kingdom
538262,23084,RABBIT NIGHT LIGHT,65,03/23/2025 06:09,1.83,17420,United Kingdom
538263,22386,JUMBO BAG PINK POLKADOT,1,03/23/2025 07:26,2.05,14744,United Kingdom
538263,84997D,CHILDRENS CUTLERY POLKADOT PINK,41,03/23/2025 07:26,4.45,14744,United Kingdom
538263,85123A,WHITE HANGING HEART T-LIGHT HOLDER,96,03/23/2025 07:26,2.58,14744,United Kingdom
538263,22086,PAPER CHAIN KIT 50'S CHRISTMAS,100,03/23/2025 07:26,2.96,14744,United Kingdom
538264,84997D,CHILDRENS CUTLERY POLKADOT PINK,91,03/23/2025 07:42,4.47,15176,United Kingdom
538264,POST,POSTAGE,44,03/23/2025 07:42,18.12,15176,United Kingdom
538264,20727,LUNCH BAG WOODLAND,57,03/23/2025 07:42,1.66,15176,United Kingdom
538264,22960,JAM MAKING SET WITH JARS,12,03/23/2025 07:42,3.77,15176,United Kingdom
538264,84997D,CHILDRENS CUTLERY POLKADOT PINK,21,03/23/2025 07:42,4.14,15176,United Kingdom
538265,22197,POPCORN HOLDER,11,03/23/2025 08:59,0.82,15592,United Kingdom
538266,POST,POSTAGE,39,03/23/2025 10:57,16.53,13437,United Kingdom
538266,22197,POPCORN HOLDER,50,03/23/2025 10:57,0.78,13437,United Kingdom
538266,85099B,JUMBO BAG RED RETROSPOT,31,03/23/2025 10:57,1.78,13437,United Kingdom
538266,POST,POSTAGE,5,03/23/2025 10:57,17.39,13437,United Kingdom
538267,85099B,JUMBO BAG RED RETROSPOT,31,03/23/2025 12:01,1.78,14073,United Kingdom
538267,22423,REGENCY CAKESTAND 3 TIER,19,03/23/2025 12:01,13.59,14073,United Kingdom
538267,85099B,JUMBO BAG RED RETROSPOT,3,03/23/2025 12:01,1.95,14073,United Kingdom
538267,84879,ASSORTED COLOUR BIRD ORNAMENT,40,03/23/2025 12:01,1.8,14073,United Kingdom
538267,47566,PARTY BUNTING,57,03/23/2025 12:01,5.08,14073,United Kingdom
538268,85099B,JUMBO BAG RED RETROSPOT,41,03/23/2025 13:46,2.03,12725,United Kingdom
538268,20725,LUNCH BAG RED RETROSPOT,8,03/23/2025 13:46,1.7,12725,United Kingdom
538269,23084,RABBIT NIGHT LIGHT,22,03/23/2025 15:12,1.73,16719,United Kingdom
538270,POST,POSTAGE,21,03/23/2025 17:04,19.0,15975,Germany
538270,85099B,JUMBO BAG RED RETROSPOT,77,03/23/2025 17:04,1.78,15975,Germany
538271,22960,JAM MAKING SET WITH JARS,71,03/23/2025 18:33,4.06,16665,United Kingdom
538271,22960,JAM MAKING SET WITH JARS,71,03/23/2025 18:33,3.91,16665,United Kingdom
538272,20727,LUNCH BAG WOODLAND,130,03/23/2025 19:08,1.69,13731,United Kingdom
538272,84879,ASSORTED COLOUR BIRD ORNAMENT,59,03/23/2025 19:08,1.85,13731,United Kingdom
538272,84879,ASSORTED COLOUR BIRD ORNAMENT,80,03/23/2025 19:08,1.8,13731,United Kingdom
538272,POST,POSTAGE,23,03/23/2025 19:08,16.45,13731,United Kingdom
538272,22086,PAPER CHAIN KIT 50'S CHRISTMAS,49,03/23/2025 19:08,3.22,13731,United Kingdom
538272,22386,JUMBO BAG PINK POLKADOT,100,03/23/2025 19:08,2.02,13731,United Kingdom
538272,20727,LUNCH BAG WOODLAND,24,03/23/2025 19:08,1.64,13731,United Kingdom
538272,84997D,CHILDRENS CUTLERY POLKADOT PINK,10,03/23/2025 19:08,3.97,13731,United Kingdom
538272,20725,LUNCH BAG RED RETROSPOT,19,03/23/2025 19:08,1.7,13731,United Kingdom
538273,22423,REGENCY CAKESTAND 3 TIER,40,03/23/2025 19:44,11.54,15446,United Kingdom
538274,23084,RABBIT NIGHT LIGHT,87,03/23/2025 19:59,1.84,14843,United Kingdom
538274,POST,POSTAGE,52,03/23/2025 19:59,16.89,14843,United Kingdom
538274,20727,LUNCH BAG WOODLAND,92,03/23/2025 19:59,1.64,14843,United Kingdom
538274,85099B,JUMBO BAG RED RETROSPOT,88,03/23/2025 19:59,1.84,14843,United Kingdom
538274,22086,PAPER CHAIN KIT 50'S CHRISTMAS,17,03/23/2025 19:59,2.87,14843,United Kingdom
538274,22720,SET OF 3 CAKE TINS PANTRY DESIGN,11,03/23/2025 19:59,5.03,14843,United Kingdom
538275,22086,PAPER CHAIN KIT 50'S CHRISTMAS,83,03/23/2025 21:33,2.85,13808,France
538275,22386,JUMBO BAG PINK POLKADOT,63,03/23/2025 21:33,1.84,13808,France
538275,23084,RABBIT NIGHT LIGHT,21,03/23/2025 21:33,1.89,13808,France
538275,47566,PARTY BUNTING,44,03/23/2025 21:33,5.28,13808,France
538275,84879,ASSORTED COLOUR BIRD ORNAMENT,5,03/23/2025 21:33,1.62,13808,France
538275,23084,RABBIT NIGHT LIGHT,49,03/23/2025 21:33,1.78,13808,France
538276,84997D,CHILDRENS CUTLERY POLKADOT PINK,67,03/23/2025 22:01,3.97,13209,United Kingdom
538276,22960,JAM MAKING SET WITH JARS,30,03/23/2025 22:01,3.75,13209,United Kingdom
538276,85099B,JUMBO BAG RED RETROSPOT,80,03/23/2025 22:01,1.86,13209,United Kingdom
538276,22386,JUMBO BAG PINK POLKADOT,78,03/23/2025 22:01,1.94,13209,United Kingdom
538276,84879,ASSORTED COLOUR BIRD ORNAMENT,74,03/23/2025 22:01,1.73,13209,United Kingdom
538276,22386,JUMBO BAG PINK POLKADOT,21,03/23/2025 22:01,2.02,13209,United Kingdom
538276,20727,LUNCH BAG WOODLAND,86,03/23/2025 22:01,1.53,13209,United Kingdom
538276,20727,LUNCH BAG WOODLAND,22,03/23/2025 22:01,1.69,13209,United Kingdom
538277,20727,LUNCH BAG WOODLAND,69,03/23/2025 23:05,1.65,16267,United Kingdom
538277,84997D,CHILDRENS CUTLERY POLKADOT PINK,22,03/23/2025 23:05,3.78,16267,United Kingdom
538277,23084,RABBIT NIGHT LIGHT,8,03/23/2025 23:05,1.77,16267,United Kingdom
538278,23084,RABBIT NIGHT LIGHT,35,03/24/2025 00:15,1.79,17338,United Kingdom
538279,85123A,WHITE HANGING HEART T-LIGHT HOLDER,44,03/24/2025 00:46,2.61,14354,United Kingdom
538279,22086,PAPER CHAIN KIT 50'S CHRISTMAS,66,03/24/2025 00:46,3.12,14354,United Kingdom
538279,84997D,CHILDRENS CUTLERY POLKADOT PINK,50,03/24/2025 00:46,4.02,14354,United Kingdom
538280,47566,PARTY BUNTING,33,03/24/2025 02:02,4.72,15019,United Kingdom
538280,20725,LUNCH BAG RED RETROSPOT,51,03/24/2025 02:02,1.71,15019,United Kingdom
538280,POST,POSTAGE,3,03/24/2025 02:02,16.44,15019,United Kingdom
538281,22720,SET OF 3 CAKE TINS PANTRY DESIGN,75,03/24/2025 02:13,5.43,17412,Spain
538281,85099B,JUMBO BAG RED RETROSPOT,86,03/24/2025 02:13,1.81,17412,Spain
538281,47566,PARTY BUNTING,29,03/24/2025 02:13,5.05,17412,Spain
538282,22386,JUMBO BAG PINK POLKADOT,84,03/24/2025 02:47,2.04,17115,United Kingdom
538282,22197,POPCORN HOLDER,58,03/24/2025 02:47,0.81,17115,United Kingdom
538282,22423,REGENCY CAKESTAND 3 TIER,79,03/24/2025 02:47,12.2,17115,United Kingdom
538282,22720,SET OF 3 CAKE TINS PANTRY DESIGN,353,03/24/2025 02:47,5.29,17115,United Kingdom
538282,22197,POPCORN HOLDER,39,03/24/2025 02:47,0.85,17115,United Kingdom
538283,47566,PARTY BUNTING,59,03/24/2025 03:19,4.53,15243,United Kingdom
538283,20727,LUNCH BAG WOODLAND,971,03/24/2025 03:19,1.79,15243,United Kingdom
538283,22086,PAPER CHAIN KIT 50'S CHRISTMAS,78,03/24/2025 03:19,2.75,15243,United Kingdom
538284,22086,PAPER CHAIN KIT 50'S CHRISTMAS,908,03/24/2025 04:08,3.06,13613,Germany
538285,85099B,JUMBO BAG RED RETROSPOT,19,03/24/2025 06:08,1.84,14789,United Kingdom
538285,47566,PARTY BUNTING,64,03/24/2025 06:08,4.85,14789,United Kingdom
538286,85123A,WHITE HANGING HEART T-LIGHT HOLDER,62,03/24/2025 06:20,2.39,13501,United Kingdom
538286,22086,PAPER CHAIN KIT 50'S CHRISTMAS,79,03/24/2025 06:20,2.87,13501,United Kingdom
538286,22960,JAM MAKING SET WITH JARS,39,03/24/2025 06:20,3.93,13501,United Kingdom
538286,22197,POPCORN HOLDER,53,03/24/2025 06:20,0.77,13501,United Kingdom
538287,20727,LUNCH BAG WOODLAND,19,03/24/2025 08:18,1.5,13517,United Kingdom
538287,85099B,JUMBO BAG RED RETROSPOT,28,03/24/2025 08:18,2.11,13517,United Kingdom
538288,22386,JUMBO BAG PINK POLKADOT,60,03/24/2025 08:47,1.92,17785,Germany
538288,85099B,JUMBO BAG RED RETROSPOT,66,03/24/2025 08:47,1.93,17785,Germany
538288,22960,JAM MAKING SET WITH JARS,80,03/24/2025 08:47,4.05,17785,Germany
538288,84997D,CHILDRENS CUTLERY POLKADOT PINK,90,03/24/2025 08:47,4.48,17785,Germany
538288,22386,JUMBO BAG PINK POLKADOT,40,03/24/2025 08:47,1.89,17785,Germany
538288,84997D,CHILDRENS CUTLERY POLKADOT PINK,95,03/24/2025 08:47,4.08,17785,Germany
538289,POST,POSTAGE,96,03/24/2025 10:37,17.48,16119,United Kingdom
538289,20725,LUNCH BAG RED RETROSPOT,78,03/24/2025 10:37,1.51,16119,United Kingdom
538289,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,03/24/2025 10:37,2.77,16119,United Kingdom
538290,85099B,JUMBO BAG RED RETROSPOT,63,03/24/2025 12:04,1.88,14777,United Kingdom
538290,22423,REGENCY CAKESTAND 3 TIER,12,03/24/2025 12:04,12.97,14777,United Kingdom
538290,84997D,CHILDRENS CUTLERY POLKADOT PINK,1,03/24/2025 12:04,3.88,14777,United Kingdom
538290,47566,PARTY BUNTING,9,03/24/2025 12:04,4.93,14777,United Kingdom
538291,22720,SET OF 3 CAKE TINS PANTRY DESIGN,79,03/24/2025 14:03,4.72,13554,United Kingdom
538291,22423,REGENCY CAKESTAND 3 TIER,76,03/24/2025 14:03,11.98,13554,United Kingdom
538291,22386,JUMBO BAG PINK POLKADOT,44,03/24/2025 14:03,1.79,13554,United Kingdom
538291,22197,POPCORN HOLDER,72,03/24/2025 14:03,0.91,13554,United Kingdom
538291,85123A,WHITE HANGING HEART T-LIGHT HOLDER,100,03/24/2025 14:03,2.43,13554,United Kingdom
538291,85099B,JUMBO BAG RED RETROSPOT,14,03/24/2025 14:03,1.87,13554,United Kingdom
538292,47566,PARTY BUNTING,60,03/24/2025 14:28,5.4,12587,United Kingdom
538292,85099B,JUMBO BAG RED RETROSPOT,50,03/24/2025 14:28,1.88,12587,United Kingdom
538293,22720,SET OF 3 CAKE TINS PANTRY DESIGN,14,03/24/2025 16:09,5.41,16809,United Kingdom
538294,20725,LUNCH BAG RED RETROSPOT,18,03/24/2025 18:04,1.59,16529,United Kingdom
538295,22086,PAPER CHAIN KIT 50'S CHRISTMAS,58,03/24/2025 19:16,3.12,15948,United Kingdom
538295,23084,RABBIT NIGHT LIGHT,94,03/24/2025 19:16,1.78,15948,United Kingdom
538295,20727,LUNCH BAG WOODLAND,93,03/24/2025 19:16,1.81,15948,United Kingdom
